text_clean,sentiments,scores,features
kereeen,positive,0.99005788564682,[ 3.5004272 -2.214315  -1.4985298]
nama acara didik,neutral,0.9802854061126708,[-1.9222908  2.8469062 -1.6077929]
hamil sholawatin biar anak sepinter aminn,positive,0.9294384717941284,[ 1.9721017 -1.1742339 -1.4419051]
org pinter senang sendiri,positive,0.9444989562034608,[ 2.7091663 -2.410407  -0.2323847]
eh hanif pas masuk sorot pdhl deh siep ss hahahahahha ngomong ngomong keren bangetttt acara harap depan diseriusin banyakin acara model bgini seru banget lihat kompetisi dg final,positive,0.995650351047516,[ 4.118705 -1.945559 -2.074025]
kerennnnn,positive,0.9969542026519777,[ 4.327942  -2.0420315 -2.285013 ]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
roud 2 18 total kubus 2 1 kubus isi 16 koreksi salah,neutral,0.979860782623291,[-2.6803443  3.1130292 -0.9322148]
iriiiii,negative,0.9959063529968262,[-1.5622811 -2.6499686  4.2223535]
semangat 45 nonton acara kualitas,positive,0.988868236541748,[ 3.3764122 -1.4799199 -2.284858 ]
pas tambah dr universitas tegang pliss dr oxford moga ajar ajar lolos babak semangattt,positive,0.5548316836357117,[ 0.71891946 -1.7104768   0.38240898]
kak ibnu wakil unhas hebat banget kak semangat yah hebat camps,positive,0.9923539161682128,[ 3.9048443 -1.1462169 -2.7386453]
motivasi,positive,0.9752859473228456,[ 2.9130886 -1.1577903 -1.8810725]
nonton acara kualitas,positive,0.9759312272071838,[ 2.8278973 -1.1857662 -2.1935077]
kerenn,positive,0.9957095384597778,[ 4.046404  -2.3227382 -1.9076302]
kerenn,positive,0.9957095384597778,[ 4.046404  -2.3227382 -1.9076302]
part caca bikin mewek bgt,negative,0.9898786544799804,[-1.2131989 -2.6427045  3.5843894]
alhamdulillah indonesia generasi bibit2 unggul smoga kelak pimpin negara ilmu2 mrka brmnfaat bangsa,positive,0.9712437391281128,[ 2.9281604  -0.90607435 -1.9014317 ]
penasaran,positive,0.832115888595581,[ 1.8025953  0.0310591 -1.6493475]
merinding yh,negative,0.680578351020813,[ 0.41427416 -1.8699      1.267703  ]
suka lihat prestasi cerdas,positive,0.9956696033477784,[ 4.344451  -1.3198533 -2.6892896]
wahhh tonton mantaaapppp,positive,0.9941481351852416,[ 4.078342  -1.2810432 -2.6617205]
kayak kalou situ polanga polongo deh,positive,0.6699663400650024,[ 1.37426   -2.0220914  0.59581  ]
nnton smbil doa shalawat smoga anak2 pintar,positive,0.7603262066841125,[ 1.6527734   0.45747215 -2.720319  ]
ruang guru kerennnnn acara varity show koreaa,positive,0.9934009909629822,[ 4.0123453 -1.1355507 -3.0802262]
ko neng haru moga sepi ter aamiin,negative,0.3491992056369781,[-0.40632445 -0.34207356 -0.30309692]
busetdah keren banget anjing,positive,0.8810314536094666,[ 2.4831975 -3.1483998  0.4540718]
lihat ikut merinding pas tbtb tambah serta,negative,0.9719976782798768,[-2.3515675 -0.9287679  2.834245 ]
sekolah ginian minimal baju pakai blazer,neutral,0.9881099462509156,[-2.4340303  3.3049614 -1.4263335]
kereeeen,positive,0.9890934228897096,[ 3.453107  -2.100481  -1.4870775]
warga 78 4 simak,neutral,0.9961392283439636,[-2.1611593  3.9935915 -2.3531759]
iklan,negative,0.6424699425697327,[ 0.04496958 -1.0640409   0.9161629 ]
moga viral anak2 indonesia allah biar motivasi ajar,positive,0.905089259147644,[ 2.0531256  -1.0931356  -0.72990566]
21 41 sayang banget jelas cepat,negative,0.8025959134101868,[-1.6218239  -0.39092487  1.2678881 ]
acara ramai sih,positive,0.66910719871521,[ 1.6265384  -2.6762233   0.89464587]
sumpah berani hujat tameng depan alias hujat hujat hebat please 10 serta eliminasi sedih yaaa hebaattt buanget standing sana keren parah,negative,0.992024064064026,[-0.9967087 -2.7816284  3.981738 ]
pingin lihat jerom polin serta juri,neutral,0.8740680813789368,[-0.4042162  1.7728951 -1.7103665]
hebatt semuaaa lolos lolosss,positive,0.9937133193016052,[ 3.8181288 -1.9459503 -1.9301872]
sayang banget pas bagiaj recap uang detail ken time coc kasih detail donggg makasii ruang guru,negative,0.7876473665237427,[-0.7337086 -0.9157526  1.1833553]
seru banget wooo,positive,0.996648371219635,[ 4.348543  -1.7378898 -2.4736884]
makan sii keren semangattttt,positive,0.9937036633491516,[ 3.765815  -2.0244904 -1.9543357]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
sumpah keren bngttt,positive,0.996975302696228,[ 4.4290285 -1.767093  -2.4821737]
saran tim ruang guru video ditambahin subtitle inggris orang nonton acara,neutral,0.9958135485649108,[-2.8503494  4.0916095 -1.6413273]
merinding bangetttt orang nyaa dah,negative,0.9581347703933716,[-0.57952344 -2.3730154   2.704913  ]
14 43 28 17,neutral,0.6714867353439331,[-1.5062354   1.0785378   0.19621216]
terima kasih acara kasi subscribe like,neutral,0.6778042912483215,[ 0.24872601  1.0738983  -2.2177448 ]
seruuuuu banget asli,positive,0.9967800974845886,[ 4.44645   -1.6494024 -2.4834015]
insecure sungguh tim udh ngerasa fight banget ajar trnyata apa2,positive,0.829034149646759,[ 1.9579161  -2.2713842   0.30588531]
wawancarain orang tua doong spill asuh anak2,neutral,0.7668449282646179,[-2.9753373  1.8089653  0.5905035]
mbak berani hujat mu orang pinter moga unversitas laen gagal orang orang hebat untung,negative,0.989591658115387,[-1.2109435 -2.2959635  3.6348345]
merinding bangetttt pas muncul mhs study abroad 38 10 menyalaaaa,negative,0.8877395391464233,[-0.42539594 -1.7136178   1.8860041 ]
bagus main chindo aja pribumi,positive,0.9758327603340148,[ 3.0140822 -2.3922067 -0.8841599]
heran trending2 pdhal view deh juta,negative,0.9922904372215272,[-1.9911801 -1.8603797  3.6270509]
lihat shic shac shoc,neutral,0.9935281872749328,[-1.4057372  3.873118  -2.686984 ]
nunggu barudak uaien gabung,negative,0.7344475388526917,[-2.1449358  -0.04513182  1.0877153 ]
trend seru,positive,0.995455265045166,[ 4.1683545 -1.5530082 -2.4846056]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
nonton versi korea beneran seru nyaaaaa yuu maju didik indonesiaaa,positive,0.9932297468185424,[ 3.8942177 -1.3421023 -2.6104105]
ngebayangin adik adik pelosok posisi juang eja huruf erti bahasa udh keren banget,positive,0.9924331903457642,[ 3.7999172 -1.6718142 -1.8780285]
trend views bagus lohhh trending,positive,0.9932762384414672,[ 3.9126465 -1.4122717 -2.352945 ]
seruuuuu polllll,positive,0.9953016042709352,[ 4.0726805 -1.6461535 -2.4724567]
tampil cerdas kagum bikin edit video keren parah,positive,0.983318567276001,[ 3.2390754 -2.1016185 -1.1695498]
banyakin konten kayak gin bagus banget,positive,0.9933525323867798,[ 3.8372939 -1.8306596 -1.8958237]
acara baik merinding liat,positive,0.6852558851242065,[ 1.1259264  -2.0368276   0.25125676]
shakira good game banget sihhhh,positive,0.9945610165596008,[ 3.9739559 -1.8074155 -2.064939 ]
allah otak gada apa2nya mahh moga nonton sukses jalan masing2,negative,0.9703128933906556,[-1.0040749 -1.8884803  2.8285153]
moga kelas anak kayak gin,positive,0.9043685793876648,[ 1.814301  -1.3309219 -0.9553065]
nyala vibesnya orang pinter emang beda kyak gni haruse viral,negative,0.7889848947525024,[ 0.4448851 -2.0235367  1.8450232]
bagus suka,positive,0.9967228770256042,[ 4.3681035 -1.784259  -2.3916922]
keren banget,positive,0.997103750705719,[ 4.4456215 -1.8129387 -2.4716065]
kerennnnnnnnn parahhh,negative,0.8649272918701172,[ 0.5593775 -3.1419797  2.4405997]
seruuu nungguin banget,positive,0.9948805570602416,[ 3.9883144 -1.8910751 -2.0653627]
nyapres tes kayak keren biar presiden org smart prestasi bravo anak indonesia proud,positive,0.9184224605560304,[ 2.1511204  -1.8782468  -0.49341956]
impi ken baris apa kuliah wujud,negative,0.9595261216163636,[-1.8033302 -0.845347   2.6451728]
banyak anak sains anak social cm akuntansi manajemen hai psikologi anak social pinter pas anak ipa,positive,0.7094013094902039,[ 1.1767201e+00 -1.1273201e-03 -1.1090224e+00]
nanges senyum2 lihat remaja2 hebat beneran eks dunia plos banget didik indonesia biar anak indonesia tular cerdas cemerlang kaliaann,positive,0.6921941041946411,[ 1.7445245  -2.8013654   0.90997684]
dengerin jelas pusing pliz aplagi mreka ngerjain,negative,0.9945934414863586,[-2.469972  -1.3634963  4.1369567]
saran rangin komentar serta ganti nyelesain,neutral,0.9104108214378356,[-2.5484788  2.2461476 -0.1603413]
25 57,neutral,0.7092908024787903,[-0.82457256  1.0543649  -0.30389935]
trend trending,positive,0.699150800704956,[ 1.071543   -0.99802387 -0.11896746]
merindinggg nonton introduction doang smg anak2 pinter2 kaya gin allah,positive,0.9139466285705566,[ 2.2296875  -1.9195544  -0.31650713]
ayo sakit kepala,negative,0.9979950189590454,[-2.625932  -2.108058   4.5694075]
parah bagusss banget,positive,0.66420978307724,[ 1.8720019 -3.1023507  1.1761221]
seru banget nontonin orang pintar,positive,0.9953290224075316,[ 4.073384  -2.0566561 -1.911524 ]
kerennn bgtttt,positive,0.996738612651825,[ 4.3259964 -1.8758285 -2.361548 ]
nonton ngebul kepala,negative,0.9932013154029846,[-1.8206958 -1.9340932  3.801564 ]
ken nyobain ngerjain,positive,0.5741776823997498,[ 1.047537    0.66447896 -1.7684143 ]
wow university war,positive,0.8913382291793823,[ 1.9133861  -0.37409565 -1.9794866 ]
anteng banget nontonnya nonton ginian semangat ajar ea,positive,0.9580249190330504,[ 2.8319504  -2.5069554  -0.41190866]
paraaah sih keren banget iniiii,positive,0.9957186579704284,[ 4.108818  -2.198728  -1.8917509]
versi indonesia,neutral,0.7987000942230225,[-0.34445864  1.306257   -1.5051246 ]
9 38 ditampilin video yah biar hitung,neutral,0.9738933444023132,[-3.5000327   3.6053476  -0.04485699]
nyala ruang guruuu,positive,0.7475368976593018,[ 1.0234988  -0.51687604 -1.0686156 ]
acara kaya gin sponsor,negative,0.4912948608398437,[ 0.31963155 -1.6178389   0.4193977 ]
allahumma sholli alaa sayyidina muhammad keren kakakk kakak iniii proud banget fail tetep,positive,0.9166480898857116,[ 2.3693402  -2.1632485  -0.15416043]
dr bentuk anak orkay,neutral,0.7731104493141174,[-0.14931329  1.2527776  -1.7964747 ]
minggu nonton versi korea pikir indonesia acara alhamdulillah acara bagus indonesia,positive,0.9823560118675232,[ 3.1855128 -1.0474246 -2.483514 ]
kereeeen bangeeeet sih suka game show kaya gin indonesia thank team kerja keras bikin,positive,0.993402063846588,[ 3.837901  -2.067167  -1.7047449]
intro soo firee hello,neutral,0.975276529788971,[-2.0424368  2.6112382 -1.535007 ]
orang indonesia kurang orang pinter jujur,negative,0.9949146509170532,[-1.818514  -2.012344   4.0587125]
seru bangeeet,positive,0.9967944025993348,[ 4.3748856 -1.8459764 -2.3271832]
iklan skip,negative,0.927635908126831,[-1.0277357 -1.161325   2.1517751]
faisal dr brawijaya keren jurus manajemen ngalahin anak dokter mantap bro moga sukses lolos ide rangking 4 nyala abang kuh,positive,0.9906586408615112,[ 3.609543  -1.4370898 -2.2000976]
good job,positive,0.9929625391960144,[ 3.8765287 -1.4141214 -2.3139517]
jenius amin,positive,0.9943497776985168,[ 3.9320924 -1.635975  -2.352662 ]
acara seru banget huhu,positive,0.996752679347992,[ 4.3642473 -1.7612765 -2.4744112]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
keren banget co acara,positive,0.99680894613266,[ 4.3446846 -1.8110589 -2.4860508]
big terima kasih ruang guru ahirnya tonton berkelass,positive,0.6880501508712769,[ 1.2933285   0.46253604 -2.742077  ]
please add english subtitles whole video foreign viewers thank,neutral,0.9873607158660888,[-1.9050815  3.196455  -1.8071623]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
program edukasi,positive,0.9531112909317015,[ 2.8658922 -0.2212717 -2.7708962]
masha allah makan nasi,positive,0.9673503637313844,[ 2.9058442  -0.65306205 -2.3376694 ]
alhamdulillah untung tetangga,positive,0.9942800998687744,[ 4.0654325 -1.2957616 -2.7864442]
terima kasih ruangguru anak2 jaman idola tiktoker artis,positive,0.9351029992103576,[ 2.655946   -0.06902378 -2.903034  ]
anak anak demo sih,negative,0.9971053004264832,[-3.1059463 -1.4623814  4.5562935]
expect lycaa pikir hujat netizen,negative,0.9064149856567384,[-3.7385697  0.6435887  2.9266365]
waaaaa favorit,positive,0.9957305788993835,[ 4.1751995 -1.6847532 -2.370439 ]
aaah good job ruang guru kangen banget acara acara kayak gin rtv olimpiade indonesia cerdas banget acara2 adu pintar gin motivasi bangettt pokok,positive,0.991631805896759,[ 3.7240424 -2.0205166 -1.52765  ]
gila sih parah kalah keren university war korea,negative,0.948983907699585,[-0.00351491 -3.127829    2.962764  ]
acara malu wapres wapres ipk 2 3 3 koma atas bjirr kampus top dunia boycott tuju rt58 tohyg kominfo lulus computer science gampang hack minggu eror tuh layan publik,negative,0.9957538843154908,[-2.6699853 -1.5661774  4.1777124]
please viralin biar tonton kualitas,negative,0.9217220544815063,[-2.6975603 -0.3369475  2.2192018]
mirip university war gasii ini keren bett deh official indoo,positive,0.9943774342536926,[ 3.9169233 -1.8772502 -2.0317938]
kasih durasi episode 1jam 2jam jelas selesai tantang dipercepet skip,neutral,0.6541047692298889,[-2.460877   1.2453763  0.5606688]
giniian trend,negative,0.9015358686447144,[-0.46596712 -1.7949672   1.9833081 ]
kasih lawan unisri solo,neutral,0.9504247903823853,[-1.1422448  2.2252169 -1.8098748]
terima kasih ruang guru udh cipta acara kualitas kayak gin moga banyakin indonesia biar tular ambis,positive,0.7406075596809387,[ 1.1942923  -1.5456839  -0.05862268]
lihat hati langsung insekyure,negative,0.8779263496398926,[-1.4882514  -0.60222447  1.7159259 ]
candu bngt suara maxwell,positive,0.7645880579948425,[ 1.6269069  -2.2408967   0.37859786]
main asa bangga,negative,0.5893568992614746,[ 1.0277197 -2.6051216  1.4151247]
acara gin adain,neutral,0.5593045353889465,[ 0.14298327  0.5739517  -1.40615   ]
yesaya,negative,0.6473656296730042,[-0.79210806 -0.06555223  0.93637973]
please banyak acara indonesia butuh tonton edukasi,neutral,0.7536084651947021,[-0.71365    1.0348504 -0.8430275]
gagal tantang ttep pinternya semangat teruss,negative,0.9537867903709412,[-0.43109882 -2.40951     2.7256005 ]
keren semuaaa,positive,0.9970716238021852,[ 4.4019136 -1.9179832 -2.3776135]
hai admin baca engga moga season hasil buattin versi anak2 pts banget anak pinter kuliah pts cap swasta kena diskriminasi anak pts bodoh engga moga masuk min,negative,0.9918094277381896,[-2.6440446 -1.2744193  3.7486258]
anak anak hebat,positive,0.996652901172638,[ 4.3650312 -1.806963  -2.3026822]
viral,negative,0.9107707142829896,[-0.5327739 -1.5323642  2.10368  ]
nooooo rafifff,positive,0.5886464715003967,[ 0.4022207  -0.23285453 -1.3761272 ]
pola total 18 nilai round 2 barusan nonton informasi tiktok wkwk pagi pagi insomnia jam 3 30 wib ikut mikir,neutral,0.6904385089874268,[-3.0412986  1.7159184  0.8944046]
wawww keren2 banget,positive,0.996901035308838,[ 4.4680967 -1.6122279 -2.6366508]
anggota seru samain,positive,0.8830616474151611,[ 1.7971299  -1.7740202  -0.46335205]
moga anak anak sepinter,positive,0.9396435618400574,[ 2.1686347 -1.3423091 -1.2020948]
please settingan,neutral,0.735649824142456,[-1.2790747  0.887237  -0.5203097]
congrats tim ruangguru keren serta keren2 salam exrg ehhehehhe,positive,0.960648000240326,[ 2.876614   -0.42614493 -2.60023   ]
terima kasih ruangguru berkat series motivasi,positive,0.6017924547195435,[ 1.8883172  1.4682246 -3.4684052]
kyknya kelompokin angka duluu cepat sih,negative,0.92374849319458,[-2.6197126  -0.02737949  2.5391996 ]
generasi emas,positive,0.9658180475234984,[ 2.5760255 -1.4876943 -1.4299405]
kuliah maybe masuk salah serta,negative,0.97091406583786,[-2.640451  -0.4532809  3.1610725]
yesaya sombong banget anjirttt,negative,0.9982290863990784,[-2.3725204 -2.321565   4.6809196]
udayana hadir,neutral,0.993503987789154,[-1.1975036  3.9543467 -3.2413864]
maxwell kena evil editing sih wkwkwk suka nonton reality shownya korea paham,positive,0.409548282623291,[-0.00803892 -0.3179499  -0.35306436]
sumpah indonesia tuh viralin acara kaya gin kaya anak indonesia tuh cerdas cerdas viral mutu,negative,0.9543038010597228,[-0.2965145 -2.5800626  2.8395088]
pakai mejaa,positive,0.6597556471824646,[ 1.1268535   0.36220583 -1.8645961 ]
need like omg,neutral,0.8632726669311523,[-0.57967204  1.6615572  -1.293903  ]
stan,neutral,0.4562121331691742,[-0.15058446  0.28927857 -0.3124973 ]
ayokkk guyssss trandingkannnnnn,positive,0.9843297600746156,[ 2.9645555 -1.7366508 -2.021085 ]
ken nguulang ajar serius biar pinter prestasi kaya ikut clash champions iri banget sihh,negative,0.9942131638526917,[-1.6284368 -2.403665   3.8967817]
tambahin subs english min biar nonton lagi,neutral,0.9401965737342834,[-2.741071   2.2453308 -0.6232914]
gila broooo,positive,0.9237841963768004,[ 2.544595   -2.470161   -0.03420916]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
episode durasi tambahinnn minimal 1 jam trus 2 jam gitu hype gede banget trend tiktok twt youtube viewsnya lumayan pleaseeeee,positive,0.8817351460456848,[ 1.7312493  -1.5311111  -0.61393565]
wuahhhh duarinya ampe rasa singkat banget saking suka kerenn,positive,0.994317352771759,[ 3.9705315 -1.9180477 -1.8573658]
keren banget ruang guru moga acara kualitas didik,positive,0.9954427480697632,[ 4.0526085 -1.8220233 -2.2851336]
bangga banget nonton moga kelak anak2ku sehebat2 kakak2 aamiin,positive,0.9922979474067688,[ 3.8410223 -1.2743475 -2.5024889]
ken ikut wkwk,neutral,0.848705530166626,[-0.79462737  1.3651742  -1.4007642 ]
nonton ayah nyokap selesai nonton langsung kick kakak,neutral,0.9938716888427734,[-1.6565977  3.7648563 -2.5859694]
salfok naufal rapi weeh tampil,positive,0.7246987223625183,[ 1.0912507 -0.0333711 -1.8072023]
cocok tonton keluarga nesar,positive,0.995707869529724,[ 4.2902837 -1.375493  -2.7821653]
trendingin guysssss,positive,0.7887911200523376,[ 1.1279637 -1.4900608 -0.507736 ]
nnton smpe ekspresi,negative,0.8337353467941284,[-2.097339   -0.16604525  1.5816602 ]
mantap keren konte gin konten2 indonesia biar pinter rakyat,positive,0.9783781170845032,[ 3.0070293 -1.8872442 -1.2189926]
merinding banget yaallah kerennnn salam bac,negative,0.8078831434249878,[ 0.16921347 -2.3717878   1.6813649 ]
durasi singkat 30 40 menit 2 jam biar ngebul otak team editor kontestan ny kerja skip cepat biar nonton ngerjakan salut ruang guru team susu cimory sponsor utama acara gila nih cuman clash champion dukung cimory acara taun poc moga sukses,positive,0.929493486881256,[ 2.0217745 -1.213631  -1.2883823]
trending keren banget sm generasi terus bangsaa,positive,0.9927409291267396,[ 3.7409122 -1.8576428 -1.8834264]
bikin acara tuh kayak gin biar jadi motivasi anak bangsa bikin acara rusak pola pikir anak bangsa sukses ruang guru tugas netizen trendingkan guyss,negative,0.9963654279708862,[-2.3809526 -1.8907784  4.200665 ]
